Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
UV		Cond		Conc B		Injection		Fraction		"UV_CUT_TEMP@100,BASEM (1)"		Run Log	
ml	mAU	ml	mS/cm	ml	%	ml	Injection	ml	Fraction	ml	mAU	ml	Logbook
101.474731	417.101044	101.474731	7.096933	170.657104	100					276.707733	0.424814		
101.488068	417.042206	101.488068	7.097237	170.673767	100					276.721069	0.424814		
101.501404	416.98175	101.501404	7.097662	170.69043	100					276.734406	0.424814		
101.514709	416.917877	101.514709	7.097797	170.707062	100					276.747711	0.424814		
101.528046	416.855347	101.528046	7.098063	170.723724	100					276.761047	0.424814		
101.541382	416.79245	101.541382	7.09871	170.740387	100					276.774384	0.424814		
101.554688	416.725311	101.554688	7.099052	170.75705	100					276.787689	0.424814		
101.568024	416.654724	101.568024	7.09905	170.773712	100					276.801025	0.424814		
101.58136	416.578339	101.58136	7.099072	170.790375	100					276.814362	0.424814		
101.594696	416.495911	101.594696	7.098897	170.807037	100					276.827698	0.424814		
101.608002	416.405334	101.608002	7.098739	170.8237	100					276.841003	0.424814		
101.621338	416.308838	101.621338	7.098671	170.840363	100					276.85434	0.424814		
101.634674	416.207703	101.634674	7.098617	170.856995	100					276.867676	0.424814		
101.64798	416.105042	101.64798	7.098584	170.873657	100					276.880981	0.424814		
101.661316	416.001648	101.661316	7.099007	170.89032	100					276.894318	0.424814		
101.674652	415.902893	101.674652	7.099578	170.906982	100					276.907654	0.424814		
101.687958	415.798798	101.687958	7.099835	170.923645	100					276.920959	0.424814		
101.701294	415.687836	101.701294	7.099615	170.940308	100					276.934296	0.424814		
101.71463	415.572632	101.71463	7.099261	170.95697	100					276.947632	0.424814		
101.727966	415.449615	101.727966	7.099279	170.973633	100					276.960968	0.424814		
101.741272	415.329285	101.741272	7.09972	170.990265	100					276.974274	0.424814		
101.754608	415.195282	101.754608	7.10039	171.006927	100					276.98761	0.424814		
101.767944	415.061096	101.767944	7.100887	171.02359	100					277.000946	0.424814		
101.78125	414.931885	101.78125	7.101388	171.040253	100					277.014252	0.424814		
101.794586	414.79776	101.794586	7.101919	171.056915	100					277.027588	0.424814		
101.807922	414.661896	101.807922	7.101991	171.073578	100					277.040924	0.424814		
101.821228	414.526398	101.821228	7.101916	171.09024	100					277.05423	0.424814		
101.834564	414.391571	101.834564	7.102287	171.106903	100					277.067566	0.424814		
101.8479	414.260132	101.8479	7.102533	171.123535	100					277.080902	0.424814		
101.861237	414.126343	101.861237	7.102486	171.140198	100					277.094238	0.424814		
101.874542	413.985565	101.874542	7.102489	171.15686	100					277.107544	0.424814		
101.887878	413.842499	101.887878	7.102885	171.173523	100					277.12088	0.424814		
101.901215	413.691833	101.901215	7.10361	171.190186	100					277.134216	0.424814		
101.91452	413.539612	101.91452	7.104567	171.206848	100					277.147522	0.424814		
101.927856	413.375427	101.927856	7.105527	171.223511	100					277.160858	0.424814		
101.941193	413.205933	101.941193	7.10651	171.240173	100					277.174194	0.424814		
101.954498	413.033569	101.954498	7.107447	171.256836	100					277.1875	0.424814		
101.967834	412.857574	101.967834	7.108168	171.273468	100					277.200836	0.424814		
101.981171	412.682098	101.981171	7.108321	171.290131	100					277.214172	0.424814		
101.994476	412.495819	101.994476	7.107991	171.306793	100					277.227478	0.424814		
102.007813	412.304047	102.007813	7.108016	171.323456	100					277.240814	0.424814		
102.021149	412.109344	102.021149	7.108249	171.340118	100					277.25415	0.424814		
102.034485	411.908936	102.034485	7.108639	171.356781	100					277.267487	0.424814		
102.047791	411.71579	102.047791	7.108624	171.373444	100					277.280792	0.424814		
102.061127	411.517517	102.061127	7.108527	171.390106	100					277.294128	0.424814		
102.074463	411.323151	102.074463	7.108439	171.406738	100					277.307465	0.424814		
102.087769	411.127502	102.087769	7.107882	171.423401	100					277.32077	0.424814		
102.101105	410.933624	102.101105	7.107481	171.440063	100					277.334106	0.424814		
102.114441	410.741577	102.114441	7.107574	171.456726	100					277.347443	0.424814		
102.127747	410.555664	102.127747	7.108322	171.473389	100					277.360748	0.424814		
102.141083	410.36438	102.141083	7.109058	171.490051	100					277.374084	0.424814		
102.154419	410.173798	102.154419	7.108957	171.506714	100					277.387421	0.424814		
102.167755	409.984253	102.167755	7.108304	171.523376	100					277.400757	0.424814		
102.181061	409.794006	102.181061	7.107718	171.540039	100					277.414063	0.424814		
102.194397	409.592377	102.194397	7.107206	171.556671	100					277.427399	0.424814		
102.207733	409.380096	102.207733	7.106545	171.573334	100					277.440735	0.424814		
102.221039	409.162231	102.221039	7.106021	171.589996	100					277.454041	0.424814		
102.234375	408.93692	102.234375	7.105587	171.606659	100					277.467377	0.424814		
102.247711	408.704346	102.247711	7.105374	171.623322	100					277.480713	0.424814		
102.261017	408.471344	102.261017	7.105383	171.639984	100					277.494019	0.424814		
102.274353	408.233307	102.274353	7.1057	171.656647	100					277.507355	0.424814		
102.287689	408.003387	102.287689	7.106009	171.673309	100					277.520691	0.424814		
102.301025	407.769653	102.301025	7.106016	171.689941	100					277.534027	0.424814		
102.314331	407.539612	102.314331	7.106017	171.706604	100					277.547333	0.424814		
102.327667	407.313354	102.327667	7.106318	171.723267	100					277.560669	0.424814		
102.341003	407.077362	102.341003	7.107126	171.739929	100					277.574005	0.424814		
102.354309	406.847565	102.354309	7.108084	171.756592	100					277.587311	0.424814		
102.367645	406.614044	102.367645	7.108558	171.773254	100					277.600647	0.424814		
102.380981	406.374634	102.380981	7.108315	171.789917	100					277.613983	0.424814		
102.394287	406.135681	102.394287	7.107872	171.80658	100					277.627289	0.424814		
102.407623	405.892334	102.407623	7.10745	171.823212	100					277.640625	0.424814		
102.420959	405.648102	102.420959	7.107084	171.839874	100					277.653961	0.424814		
102.434296	405.399567	102.434296	7.10689	171.856537	100					277.667297	0.424814		
102.447601	405.143677	102.447601	7.106795	171.873199	100					277.680603	0.424814		
102.460938	404.889374	102.460938	7.106298	171.889862	100					277.693939	0.424814		
102.474274	404.628418	102.474274	7.105542	171.906525	100					277.707275	0.424814		
102.487579	404.366669	102.487579	7.105089	171.923187	100					277.720581	0.424814		
102.500916	404.102936	102.500916	7.10486	171.93985	100					277.733917	0.424814		
102.514252	403.83728	102.514252	7.104385	171.956512	100					277.747253	0.424814		
102.527557	403.576599	102.527557	7.103901	171.973145	100					277.760559	0.424814		
102.540894	403.311554	102.540894	7.103541	171.989807	100					277.773895	0.424814		
102.55423	403.047516	102.55423	7.103296	172.00647	100					277.787231	0.424814		
102.567535	402.783539	102.567535	7.103555	172.023132	100					277.800537	0.424814		
102.580872	402.515411	102.580872	7.104339	172.039795	100					277.813873	0.424814		
102.594208	402.246216	102.594208	7.105112	172.056458	100					277.827209	0.424814		
102.607544	401.980255	102.607544	7.105708	172.07312	100					277.840546	0.424814		
102.62085	401.719635	102.62085	7.106428	172.089783	100					277.853851	0.424814		
102.634186	401.457092	102.634186	7.107184	172.106415	100					277.867188	0.424814		
102.647522	401.196045	102.647522	7.108082	172.123077	100					277.880524	0.424814		
102.660828	400.936249	102.660828	7.108664	172.13974	100					277.893829	0.424814		
102.674164	400.672638	102.674164	7.108439	172.156403	100					277.907166	0.424814		
102.6875	400.401001	102.6875	7.107781	172.173065	100					277.920502	0.424814		
102.700806	400.129456	102.700806	7.107511	172.189728	100					277.933807	0.424814		
102.714142	399.86087	102.714142	7.107748	172.20639	100					277.947144	0.424814		
102.727478	399.589478	102.727478	7.10812	172.223053	100					277.96048	0.424814		
102.740814	399.311798	102.740814	7.108634	172.239716	100					277.973816	0.424814		
102.75412	399.040466	102.75412	7.108742	172.256348	100					277.987122	0.424814		
102.767456	398.770081	102.767456	7.108819	172.27301	100					278.000458	0.424814		
102.780792	398.495209	102.780792	7.108571	172.289673	100					278.013794	0.424814		
102.794098	398.2164	102.794098	7.108403	172.306335	100					278.0271	0.424814		
102.807434	397.93399	102.807434	7.108527	172.322998	100					278.040436	0.424814		
102.82077	397.657227	102.82077	7.109091	172.339661	100					278.053772	0.424814		
102.834076	397.379181	102.834076	7.109972	172.356323	100					278.067078	0.424814		
102.847412	397.094452	102.847412	7.110796	172.372986	100					278.080414	0.424814		
102.860748	396.809265	102.860748	7.111325	172.389618	100					278.09375	0.424814		
102.874084	396.522919	102.874084	7.111548	172.406281	100					278.107086	0.424814		
102.88739	396.229584	102.88739	7.110737	172.422943	100					278.120392	0.424814		
102.900726	395.927551	102.900726	7.109301	172.439606	100					278.133728	0.424814		
102.914063	395.623352	102.914063	7.108016	172.456268	100					278.147064	0.424814		
102.927368	395.328583	102.927368	7.107154	172.472931	100					278.16037	0.424814		
102.940704	395.036591	102.940704	7.106337	172.489594	100					278.173706	0.424814		
102.954041	394.755066	102.954041	7.106045	172.506256	100					278.187042	0.424814		
102.967346	394.478668	102.967346	7.106641	172.522888	100					278.200348	0.424814		
102.980682	394.214172	102.980682	7.107634	172.539551	100					278.213684	0.424814		
102.994019	393.946442	102.994019	7.108571	172.556213	100					278.22702	0.424814		
103.007355	393.669983	103.007355	7.10899	172.572876	100					278.240356	0.424814		
103.02066	393.386139	103.02066	7.108583	172.589539	100					278.253662	0.424814		
103.033997	393.10498	103.033997	7.107388	172.606201	100					278.266998	0.424814		
103.047333	392.813904	103.047333	7.106219	172.622864	100					278.280334	0.424814		
103.060638	392.518158	103.060638	7.105163	172.639526	100					278.29364	0.424814		
103.073975	392.226288	103.073975	7.104613	172.656189	100					278.306976	0.424814		
103.087311	391.940094	103.087311	7.104573	172.672821	100					278.320313	0.424814		
103.100616	391.659119	103.100616	7.104736	172.689484	100					278.333618	0.424814		
103.113953	391.372803	103.113953	7.105215	172.706146	100					278.346954	0.424814		
103.127289	391.091949	103.127289	7.105804	172.722809	100					278.360291	0.424814		
103.140625	390.811798	103.140625	7.106141	172.739471	100					278.373627	0.424814		
103.153931	390.533508	103.153931	7.106438	172.756134	100					278.386932	0.424814		
103.167267	390.253082	103.167267	7.106645	172.772797	100					278.400269	0.424814		
103.180603	389.97226	103.180603	7.106672	172.789459	100					278.413605	0.424814		
103.193909	389.686676	103.193909	7.107224	172.806091	100					278.42691	0.424814		
103.207245	389.400787	103.207245	7.108021	172.822754	100					278.440247	0.424814		
103.220581	389.115784	103.220581	7.108126	172.839417	100					278.453583	0.424814		
103.233887	388.827667	103.233887	7.107307	172.856079	100					278.466888	0.424814		
103.247223	388.52832	103.247223	7.105776	172.872742	100					278.480225	0.424814		
103.260559	388.230316	103.260559	7.104116	172.889404	100					278.493561	0.424814		
103.273865	387.936523	103.273865	7.10266	172.906067	100					278.506866	0.424814		
103.287201	387.642883	103.287201	7.101896	172.922729	100					278.520203	0.424814		
103.300537	387.359833	103.300537	7.10195	172.939392	100					278.533539	0.424814		
103.313873	387.07782	103.313873	7.102571	172.956024	100					278.546875	0.424814		
103.327179	386.801788	103.327179	7.103448	172.972687	100					278.560181	0.424814		
103.340515	386.528564	103.340515	7.104076	172.989349	100					278.573517	0.424814		
103.353851	386.248596	103.353851	7.104417	173.006012	100					278.586853	0.424814		
103.367157	385.968567	103.367157	7.104269	173.022675	100					278.600159	0.424814		
103.380493	385.676819	103.380493	7.103597	173.039337	100					278.613495	0.424814		
103.393829	385.385437	103.393829	7.102885	173.056	100					278.626831	0.424814		
103.407135	385.090302	103.407135	7.102379	173.072662	100					278.640137	0.424814		
103.420471	384.794189	103.420471	7.102031	173.089294	100					278.653473	0.424814		
103.433807	384.498016	103.433807	7.101889	173.105957	100					278.666809	0.424814		
103.447144	384.202942	103.447144	7.101986	173.12262	100					278.680145	0.424814		
103.460449	383.91861	103.460449	7.102068	173.139282	100					278.693451	0.424814		
103.473785	383.630096	103.473785	7.102104	173.155945	100					278.706787	0.424814		
103.487122	383.344604	103.487122	7.101875	173.172607	100					278.720123	0.424814		
103.500427	383.055389	103.500427	7.101154	173.18927	100					278.733429	0.424814		
103.513763	382.770844	103.513763	7.100138	173.205933	100					278.746765	0.424814		
103.5271	382.48468	103.5271	7.099356	173.222565	100					278.760101	0.424814		
103.540405	382.196991	103.540405	7.099397	173.239227	100					278.773407	0.424814		
103.553741	381.904449	103.553741	7.099985	173.25589	100					278.786743	0.424814		
103.567078	381.614288	103.567078	7.100707	173.272552	100					278.800079	0.424814		
103.580414	381.326538	103.580414	7.101273	173.289215	100					278.813416	0.424814		
103.593719	381.036621	103.593719	7.101648	173.305878	100					278.826721	0.424814		
103.607056	380.746704	103.607056	7.101958	173.32254	100					278.840057	0.424814		
103.620392	380.45282	103.620392	7.10264	173.339203	100					278.853394	0.424814		
103.633698	380.161957	103.633698	7.103468	173.355865	100					278.866699	0.424814		
103.647034	379.868774	103.647034	7.103924	173.372498	100					278.880035	0.424814		
103.66037	379.566467	103.66037	7.103449	173.38916	100					278.893372	0.424814		
103.673676	379.25769	103.673676	7.102306	173.405823	100					278.906677	0.424814		
103.687012	378.94339	103.687012	7.101022	173.422485	100					278.920013	0.424814		
103.700348	378.630768	103.700348	7.10049	173.439148	100					278.93335	0.424814		
103.713684	378.321686	103.713684	7.100228	173.455811	100					278.946686	0.424814		
103.72699	378.011597	103.72699	7.099889	173.472473	100					278.959991	0.424814		
103.740326	377.707489	103.740326	7.099883	173.489136	100					278.973328	0.424814		
103.753662	377.410034	103.753662	7.100179	173.505768	100					278.986664	0.424814		
103.766968	377.11969	103.766968	7.100065	173.52243	100					278.999969	0.424814		
103.780304	376.829712	103.780304	7.099728	173.539093	100					279.013306	0.424814		
103.79364	376.532928	103.79364	7.099743	173.555756	100					279.026642	0.424814		
103.806946	376.237213	103.806946	7.100128	173.572418	100					279.039948	0.424814		
103.820282	375.936829	103.820282	7.100975	173.589081	100					279.053284	0.424814		
103.833618	375.633728	103.833618	7.101714	173.605743	100					279.06662	0.424814		
103.846924	375.328949	103.846924	7.101683	173.622406	100					279.079926	0.424814		
103.86026	375.025726	103.86026	7.100927	173.639069	100					279.093262	0.424814		
103.873596	374.725403	103.873596	7.100099	173.655701	100					279.106598	0.424814		
103.886932	374.425812	103.886932	7.099224	173.672363	100					279.119934	0.424814		
103.900238	374.128021	103.900238	7.098478	173.689026	100					279.13324	0.424814		
103.913574	373.830231	103.913574	7.09761	173.705688	100					279.146576	0.424814		
103.92691	373.53244	103.92691	7.096654	173.722351	100					279.159912	0.424814		
103.940216	373.228607	103.940216	7.095832	173.739014	100					279.173218	0.424814		
103.953552	372.931213	103.953552	7.095018	173.755676	100					279.186554	0.424814		
103.966888	372.630981	103.966888	7.094409	173.772339	100					279.19989	0.424814		
103.980194	372.33606	103.980194	7.093981	173.788971	100					279.213196	0.424814		
103.99353	372.032959	103.99353	7.093576	173.805634	100					279.226532	0.424814		
104.006866	371.738129	104.006866	7.093345	173.822296	100					279.239868	0.424814		
104.020203	371.438141	104.020203	7.093345	173.838959	100					279.253204	0.424814		
104.033508	371.134766	104.033508	7.093502	173.855621	100					279.26651	0.424814		
104.046844	370.831635	104.046844	7.093424	173.872284	100					279.279846	0.424814		
104.060181	370.528351	104.060181	7.09313	173.888947	100					279.293182	0.424814		
104.073486	370.226807	104.073486	7.09314	173.905609	100					279.306488	0.424814		
104.086823	369.918365	104.086823	7.093689	173.922241	100					279.319824	0.424814		
104.100159	369.615662	104.100159	7.094478	173.938904	100					279.33316	0.424814		
104.113464	369.318024	104.113464	7.095453	173.955566	100					279.346466	0.424814		
104.126801	369.011627	104.126801	7.096545	173.972229	100					279.359802	0.424814		
104.140137	368.707092	104.140137	7.097431	173.988892	100					279.373138	0.424814		
104.153473	368.398285	104.153473	7.097252	174.005554	100					279.386475	0.424814		
104.166779	368.090637	104.166779	7.096375	174.022217	100					279.39978	0.424814		
104.180115	367.777557	104.180115	7.095672	174.038879	100					279.413116	0.424814		
104.193451	367.467163	104.193451	7.095344	174.055542	100					279.426453	0.424814		
104.206757	367.157257	104.206757	7.095755	174.072174	100					279.439758	0.424814		
104.220093	366.843628	104.220093	7.095874	174.088837	100					279.453094	0.424814		
104.233429	366.525024	104.233429	7.095439	174.105499	100					279.466431	0.424814		
104.246735	366.209412	104.246735	7.095379	174.122162	100					279.479736	0.424814		
104.260071	365.892883	104.260071	7.095782	174.138824	100					279.493073	0.424814		
104.273407	365.580322	104.273407	7.096441	174.155487	100					279.506409	0.424814		
104.286743	365.272186	104.286743	7.09724	174.17215	100					279.519745	0.424814		
104.300049	364.968933	104.300049	7.098007	174.188812	100					279.533051	0.424814		
104.313385	364.672424	104.313385	7.098539	174.205444	100					279.546387	0.424814		
104.326721	364.373993	104.326721	7.099041	174.222107	100					279.559723	0.424814		
104.340027	364.073914	104.340027	7.099114	174.23877	100					279.573029	0.424814		
104.353363	363.768982	104.353363	7.098963	174.255432	100					279.586365	0.424814		
104.366699	363.457123	104.366699	7.098672	174.272095	100					279.599701	0.424814		
104.380005	363.146942	104.380005	7.098602	174.288757	100					279.613007	0.424814		
104.393341	362.830994	104.393341	7.098632	174.30542	100					279.626343	0.424814		
104.406677	362.507996	104.406677	7.098516	174.322083	100					279.639679	0.424814		
104.420013	362.193237	104.420013	7.098545	174.338745	100					279.653015	0.424814		
104.433319	361.875275	104.433319	7.098621	174.355377	100					279.666321	0.424814		
104.446655	361.552124	104.446655	7.098539	174.37204	100					279.679657	0.424814		
104.459991	361.229828	104.459991	7.098634	174.388702	100					279.692993	0.424814		
104.473297	360.910675	104.473297	7.09867	174.405365	100					279.706299	0.424814		
104.486633	360.593048	104.486633	7.09861	174.422028	100					279.719635	0.424814		
104.499969	360.268951	104.499969	7.098284	174.43869	100					279.732971	0.424814		
104.513275	359.946686	104.513275	7.097893	174.455353	100					279.746277	0.424814		
104.526611	359.625366	104.526611	7.097978	174.472015	100					279.759613	0.424814		
104.539948	359.306152	104.539948	7.098079	174.488647	100					279.772949	0.424814		
104.553253	358.982147	104.553253	7.098541	174.50531	100					279.786255	0.424814		
104.566589	358.6539	104.566589	7.099249	174.521973	100					279.799591	0.424814		
104.579926	358.322113	104.579926	7.099813	174.538635	100					279.812927	0.424814		
104.593262	357.990448	104.593262	7.100205	174.555298	100					279.826263	0.424814		
104.606567	357.652466	104.606567	7.100712	174.57196	100					279.839569	0.424814		
104.619904	357.304779	104.619904	7.101166	174.588623	100					279.852905	0.424814		
104.63324	356.95517	104.63324	7.101278	174.605286	100					279.866241	0.424814		
104.646545	356.603119	104.646545	7.101453	174.621918	100					279.879547	0.424814		
104.659882	356.253448	104.659882	7.101557	174.63858	100					279.892883	0.424814		
104.673218	355.899384	104.673218	7.101745	174.655243	100					279.906219	0.424814		
104.686523	355.547272	104.686523	7.101726	174.671906	100					279.919525	0.424814		
104.69986	355.201233	104.69986	7.101346	174.688568	100					279.932861	0.424814		
104.713196	354.848694	104.713196	7.101187	174.705231	100					279.946198	0.424814		
104.726532	354.497742	104.726532	7.101295	174.721893	100					279.959534	0.424814		
104.739838	354.143066	104.739838	7.101404	174.738556	100					279.972839	0.424814		
104.753174	353.788391	104.753174	7.101234	174.755219	100					279.986176	0.424814		
104.76651	353.427368	104.76651	7.100726	174.771851	100					279.999512	0.424814		
104.779816	353.063507	104.779816	7.100083	174.788513	100					280.012817	0.424814		
104.793152	352.703339	104.793152	7.099708	174.805176	100					280.026154	0.424814		
104.806488	352.345917	104.806488	7.099957	174.821838	100					280.03949	0.424814		
104.819794	351.983856	104.819794	7.10036	174.838501	100					280.052795	0.424814		
104.83313	351.616455	104.83313	7.10026	174.855164	100					280.066132	0.424814		
104.846466	351.250122	104.846466	7.099847	174.871826	100					280.079468	0.424814		
104.859802	350.884094	104.859802	7.099473	174.888489	100					280.092804	0.424814		
104.873108	350.515717	104.873108	7.09952	174.905121	100					280.10611	0.424814		
104.886444	350.145325	104.886444	7.099875	174.921783	100					280.119446	0.424814		
104.89978	349.775055	104.89978	7.100346	174.938446	100					280.132782	0.424814		
104.913086	349.408936	104.913086	7.100332	174.955109	100					280.146088	0.424814		
104.926422	349.038422	104.926422	7.10001	174.971771	100					280.159424	0.424814		
104.939758	348.667114	104.939758	7.099739	174.988434	100					280.17276	0.424814		
104.953064	348.294708	104.953064	7.099912	175.005096	100					280.186066	0.424814		
104.9664	347.919037	104.9664	7.100464	175.021759	100					280.199402	0.424814		
104.979736	347.538452	104.979736	7.100957	175.038422	100					280.212738	0.424814		
104.993073	347.154022	104.993073	7.101091	175.055054	100					280.226074	0.424814		
105.006378	346.767242	105.006378	7.10127	175.071716	100					280.23938	0.424814		
105.019714	346.378235	105.019714	7.101523	175.088379	100					280.252716	0.424814		
105.033051	345.987701	105.033051	7.10214	175.105042	100					280.266052	0.424814		
105.046356	345.597748	105.046356	7.103295	175.121704	100					280.279358	0.424814		
105.059692	345.206909	105.059692	7.10466	175.138367	100					280.292694	0.424814		
105.073029	344.812439	105.073029	7.105765	175.155029	100					280.30603	0.424814		
105.086334	344.410645	105.086334	7.106414	175.171692	100					280.319336	0.424814		
105.09967	344.009277	105.09967	7.106265	175.188324	100					280.332672	0.424814		
105.113007	343.605957	105.113007	7.105695	175.204987	100					280.346008	0.424814		
105.126343	343.203735	105.126343	7.10522	175.221649	100					280.359344	0.424814		
105.139648	342.794769	105.139648	7.104638	175.238312	100					280.37265	0.424814		
105.152985	342.387268	105.152985	7.104107	175.254974	100					280.385986	0.424814		
105.166321	341.989075	105.166321	7.103812	175.271637	100					280.399323	0.424814		
105.179626	341.592987	105.179626	7.103682	175.2883	100					280.412628	0.424814		
105.192963	341.195221	105.192963	7.103746	175.304962	100					280.425964	0.424814		
105.206299	340.800629	105.206299	7.10376	175.321594	100					280.439301	0.424814		
105.219604	340.407745	105.219604	7.10358	175.338257	100					280.452606	0.424814		
105.232941	340.016937	105.232941	7.103013	175.354919	100					280.465942	0.424814		
105.246277	339.6203	105.246277	7.102463	175.371582	100					280.479279	0.424814		
105.259583	339.215912	105.259583	7.102172	175.388245	100					280.492584	0.424814		
105.272919	338.813721	105.272919	7.102423	175.404907	100					280.50592	0.424814		
105.286255	338.411713	105.286255	7.10311	175.42157	100					280.519257	0.424814		
105.299591	338.006531	105.299591	7.103771	175.438232	100					280.532593	0.424814		
105.312897	337.599365	105.312897	7.104509	175.454895	100					280.545898	0.424814		
105.326233	337.190338	105.326233	7.10538	175.471527	100					280.559235	0.424814		
105.339569	336.784119	105.339569	7.106496	175.48819	100					280.572571	0.424814		
105.352875	336.374542	105.352875	7.107693	175.504852	100					280.585876	0.424814		
105.366211	335.958344	105.366211	7.108129	175.521515	100					280.599213	0.424814		
105.379547	335.537262	105.379547	7.107837	175.538177	100					280.612549	0.424814		
105.392853	335.115509	105.392853	7.107615	175.55484	100					280.625854	0.424814		
105.406189	334.694366	105.406189	7.107514	175.571503	100					280.639191	0.424814		
105.419525	334.271027	105.419525	7.107399	175.588165	100					280.652527	0.424814		
105.432861	333.850464	105.432861	7.107038	175.604797	100					280.665863	0.424814		
105.446167	333.43222	105.446167	7.106444	175.62146	100					280.679169	0.424814		
105.459503	333.012115	105.459503	7.105858	175.638123	100					280.692505	0.424814		
105.472839	332.593353	105.472839	7.105117	175.654785	100					280.705841	0.424814		
105.486145	332.176636	105.486145	7.104502	175.671448	100					280.719147	0.424814		
105.499481	331.760712	105.499481	7.104	175.68811	100					280.732483	0.424814		
105.512817	331.341919	105.512817	7.103841	175.704773	100					280.745819	0.424814		
105.526123	330.924805	105.526123	7.103968	175.721436	100					280.759125	0.424814		
105.539459	330.5112	105.539459	7.104651	175.738098	100					280.772461	0.424814		
105.552795	330.099518	105.552795	7.105383	175.75473	100					280.785797	0.424814		
105.566132	329.685547	105.566132	7.105555	175.771393	100					280.799133	0.424814		
105.579437	329.266174	105.579437	7.105254	175.788055	100					280.812439	0.424814		
105.592773	328.841278	105.592773	7.104849	175.804718	100					280.825775	0.424814		
105.60611	328.420288	105.60611	7.1046	175.821381	100					280.839111	0.424814		
105.619415	327.992249	105.619415	7.104674	175.838043	100					280.852417	0.424814		
105.632751	327.562775	105.632751	7.104677	175.854706	100					280.865753	0.424814		
105.646088	327.134644	105.646088	7.1044	175.871368	100					280.879089	0.424814		
105.659393	326.713776	105.659393	7.104341	175.888	100					280.892395	0.424814		
105.672729	326.294891	105.672729	7.104697	175.904663	100					280.905731	0.424814		
105.686066	325.872253	105.686066	7.105366	175.921326	100					280.919067	0.424814		
105.699402	325.449188	105.699402	7.106111	175.937988	100					280.932404	0.424814		
105.712708	325.034393	105.712708	7.106791	175.954651	100					280.945709	0.424814		
105.726044	324.612427	105.726044	7.107434	175.971313	100					280.959045	0.424814		
105.73938	324.189941	105.73938	7.108197	175.987976	100					280.972382	0.424814		
105.752686	323.768951	105.752686	7.108998	176.004639	100					280.985687	0.424814		
105.766022	323.348602	105.766022	7.109336	176.021271	100					280.999023	0.424814		
105.779358	322.927063	105.779358	7.10908	176.037933	100					281.01236	0.424814		
105.792664	322.497681	105.792664	7.108432	176.054596	100					281.025665	0.424814		
105.806	322.064667	105.806	7.107579	176.071259	100					281.039001	0.424814		
105.819336	321.63269	105.819336	7.106813	176.087921	100					281.052338	0.424814		
105.832642	321.196228	105.832642	7.106779	176.104584	100					281.065643	0.424814		
105.845978	320.759186	105.845978	7.107278	176.121246	100					281.078979	0.424814		
105.859314	320.321381	105.859314	7.107605	176.137909	100					281.092316	0.424814		
105.87265	319.889099	105.87265	7.106968	176.154572	100					281.105652	0.424814		
105.885956	319.460175	105.885956	7.105778	176.171204	100					281.118958	0.424814		
105.899292	319.036377	105.899292	7.105139	176.187866	100					281.132294	0.424814		
105.912628	318.607941	105.912628	7.105078	176.204529	100					281.14563	0.424814		
105.925934	318.177094	105.925934	7.105131	176.221191	100					281.158936	0.424814		
105.93927	317.742859	105.93927	7.105028	176.237854	100					281.172272	0.424814		
105.952606	317.305695	105.952606	7.104617	176.254517	100					281.185608	0.424814		
105.965912	316.865295	105.965912	7.104267	176.271179	100					281.198914	0.424814		
105.979248	316.422089	105.979248	7.104311	176.287842	100					281.21225	0.424814		
105.992584	315.973419	105.992584	7.104259	176.304474	100					281.225586	0.424814		
106.00592	315.528168	106.00592	7.104084	176.321136	100					281.238922	0.424814		
106.019226	315.082886	106.019226	7.10408	176.337799	100					281.252228	0.424814		
106.032562	314.640717	106.032562	7.104321	176.354462	100					281.265564	0.424814		
106.045898	314.203461	106.045898	7.104696	176.371124	100					281.2789	0.424814		
106.059204	313.761841	106.059204	7.104586	176.387787	100					281.292206	0.424814		
106.07254	313.324493	106.07254	7.104239	176.404449	100					281.305542	0.424814		
106.085876	312.895386	106.085876	7.10383	176.421112	100					281.318878	0.424814		
106.099182	312.469086	106.099182	7.103318	176.437775	100					281.332184	0.424814		
106.112518	312.042084	106.112518	7.102732	176.454407	100					281.34552	0.424814		
106.125854	311.616058	106.125854	7.102259	176.471069	100					281.358856	0.424814		
106.139191	311.191925	106.139191	7.101797	176.487732	100					281.372192	0.424814		
106.152496	310.766785	106.152496	7.101425	176.504395	100					281.385498	0.424814		
106.165833	310.330261	106.165833	7.101132	176.521057	100					281.398834	0.424814		
106.179169	309.891418	106.179169	7.100698	176.53772	100					281.41217	0.424814		
106.192474	309.454987	106.192474	7.100416	176.554382	100					281.425476	0.424814		
106.205811	309.018768	106.205811	7.100688	176.571045	100					281.438812	0.424814		
106.219147	308.586517	106.219147	7.101213	176.587677	100					281.452148	0.424814		
106.232452	308.158447	106.232452	7.101921	176.60434	100					281.465454	0.424814		
106.245789	307.737061	106.245789	7.102589	176.621002	100					281.47879	0.424814		
106.259125	307.313019	106.259125	7.102837	176.637665	100					281.492126	0.424814		
106.272461	306.88443	106.272461	7.10285	176.654327	100					281.505463	0.424814		
106.285767	306.458496	106.285767	7.102409	176.67099	100					281.518768	0.424814		
106.299103	306.03418	106.299103	7.101603	176.687653	100					281.532104	0.424814		
106.312439	305.615509	106.312439	7.1012	176.704315	100					281.545441	0.424814		
