Chrom.1				
UV				
ml	mAU			
352.424316	-0.08226			
352.437653	-0.081877			
352.450989	-0.080157			
352.464294	-0.078567			
352.477631	-0.07935			
352.490967	-0.08112			
352.504272	-0.080939			
352.517609	-0.080498			
352.530945	-0.081184			
352.54425	-0.084806			
352.557587	-0.082887			
352.570923	-0.081677			
352.584229	-0.082184			
352.597565	-0.083633			
352.610901	-0.084095			
352.624207	-0.083947			
352.637543	-0.084505			
352.650879	-0.086454			
352.664185	-0.084886			
352.677521	-0.08324			
352.690857	-0.080162			
352.704163	-0.078151			
352.717499	-0.073929			
352.730835	-0.072355			
352.744171	-0.073396			
352.757477	-0.073456			
352.770813	-0.074991			
352.784149	-0.075991			
352.797455	-0.079888			
352.810791	-0.080579			
352.824127	-0.079416			
352.837433	-0.078965			
352.850769	-0.079659			
352.864105	-0.081701			
352.877411	-0.080771			
352.890747	-0.079042			
352.904083	-0.081202			
352.917389	-0.081842			
352.930725	-0.081697			
352.944061	-0.078197			
352.957367	-0.079923			
352.970703	-0.083846			
352.984039	-0.085421			
352.997345	-0.086939			
353.010681	-0.086994			
353.024017	-0.089545			
353.037323	-0.087804			
353.050659	-0.084561			
353.063995	-0.083504			
353.077301	-0.081679			
353.090637	-0.083505			
353.103973	-0.082994			
353.117279	-0.082485			
353.130615	-0.082172			
353.143951	-0.082524			
353.157257	-0.08249			
353.170593	-0.079831			
353.183929	-0.081614			
353.197235	-0.080465			
353.210571	-0.079636			
353.223907	-0.080182			
353.237244	-0.078059			
353.250549	-0.07828			
353.263885	-0.078461			
353.277222	-0.077514			
353.290527	-0.077503			
353.303864	-0.078697			
353.3172	-0.07972			
353.330505	-0.081432			
353.343842	-0.079675			
353.357178	-0.080514			
353.370483	-0.082539			
353.38382	-0.080585			
353.397156	-0.079121			
353.410461	-0.080199			
353.423798	-0.080496			
353.437134	-0.08053			
353.450439	-0.078139			
353.463776	-0.078617			
353.477112	-0.081341			
353.490417	-0.081146			
353.503754	-0.07822			
353.51709	-0.07842			
353.530396	-0.077268			
353.543732	-0.076203			
353.557068	-0.073985			
353.570374	-0.0735			
353.58371	-0.074864			
353.597046	-0.073036			
353.610352	-0.073469			
353.623688	-0.075919			
353.637024	-0.076495			
353.65033	-0.077857			
353.663666	-0.079139			
353.677002	-0.081132			
353.690338	-0.083189			
353.703644	-0.083661			
353.71698	-0.081187			
353.730316	-0.081682			
353.743622	-0.082142			
353.756958	-0.080396			
353.770294	-0.079262			
353.7836	-0.080518			
353.796936	-0.080934			
353.810272	-0.080291			
353.823578	-0.078352			
353.836914	-0.078622			
353.85025	-0.078228			
353.863556	-0.07897			
353.876892	-0.079542			
353.890228	-0.078892			
353.903534	-0.081472			
353.91687	-0.082376			
353.930206	-0.081989			
353.943512	-0.082208			
353.956848	-0.081239			
353.970184	-0.081204			
353.98349	-0.079693			
353.996826	-0.07934			
354.010162	-0.081027			
354.023468	-0.080203			
354.036804	-0.07851			
354.05014	-0.081347			
354.063446	-0.082841			
354.076782	-0.083718			
354.090118	-0.082627			
354.103424	-0.084826			
354.11676	-0.089338			
354.130096	-0.085922			
354.143433	-0.082992			
354.156738	-0.080576			
354.170074	-0.080573			
354.183411	-0.077903			
354.196716	-0.074867			
354.210052	-0.075385			
354.223389	-0.075578			
354.236694	-0.075899			
354.250031	-0.075418			
354.263367	-0.077704			
354.276672	-0.078949			
354.290009	-0.078893			
354.303345	-0.07853			
354.31665	-0.081348			
354.329987	-0.079162			
354.343323	-0.080792			
354.356628	-0.079262			
354.369965	-0.080117			
354.383301	-0.082089			
354.396606	-0.082058			
354.409943	-0.084532			
354.423279	-0.083495			
354.436584	-0.084262			
354.449921	-0.083405			
354.463257	-0.083368			
354.476563	-0.081139			
354.489899	-0.080422			
354.503235	-0.081014			
354.516541	-0.080977			
354.529877	-0.081887			
354.543213	-0.07829			
354.556519	-0.077336			
354.569855	-0.075057			
354.583191	-0.074916			
354.596527	-0.077497			
354.609833	-0.079062			
354.623169	-0.080205			
354.636505	-0.080686			
354.649811	-0.083544			
354.663147	-0.084876			
354.676483	-0.085206			
354.689789	-0.084376			
354.703125	-0.083186			
354.716461	-0.083166			
354.729767	-0.081879			
354.743103	-0.082406			
354.756439	-0.081332			
354.769745	-0.079398			
354.783081	-0.077991			
354.796417	-0.078992			
354.809723	-0.079798			
354.823059	-0.079065			
354.836395	-0.076023			
354.849701	-0.075207			
354.863037	-0.074467			
354.876373	-0.072999			
354.889679	-0.071807			
354.903015	-0.070715			
354.916351	-0.075637			
354.929657	-0.079699			
354.942993	-0.08095			
354.956329	-0.083774			
354.969635	-0.085708			
354.982971	-0.089552			
354.996307	-0.088252			
355.009613	-0.087848			
355.022949	-0.085193			
355.036285	-0.083245			
355.049591	-0.082868			
355.062927	-0.080818			
355.076263	-0.080777			
355.0896	-0.082564			
355.102905	-0.083079			
355.116241	-0.084624			
355.129578	-0.083496			
355.142883	-0.084177			
355.156219	-0.084335			
355.169556	-0.08272			
355.182861	-0.08121			
355.196198	-0.079009			
355.209534	-0.077454			
355.222839	-0.077958			
355.236176	-0.077391			
355.249512	-0.076336			
355.262817	-0.075957			
355.276154	-0.076786			
355.28949	-0.07872			
355.302795	-0.076658			
355.316132	-0.077475			
355.329468	-0.080402			
355.342773	-0.081252			
355.35611	-0.079861			
355.369446	-0.078543			
355.382751	-0.081441			
355.396088	-0.08038			
355.409424	-0.077603			
355.422729	-0.078282			
355.436066	-0.080309			
355.449402	-0.083816			
355.462708	-0.08317			
355.476044	-0.085064			
355.48938	-0.085278			
355.502686	-0.083491			
355.516022	-0.08152			
355.529358	-0.08119			
355.542694	-0.081311			
355.556	-0.082588			
355.569336	-0.083573			
355.582672	-0.084508			
355.595978	-0.087138			
355.609314	-0.089603			
355.62265	-0.088685			
355.635956	-0.086258			
355.649292	-0.087529			
355.662628	-0.089078			
355.675934	-0.087405			
355.68927	-0.085541			
355.702606	-0.087732			
355.715912	-0.085743			
355.729248	-0.084147			
355.742584	-0.082769			
355.75589	-0.082505			
355.769226	-0.085078			
355.782562	-0.084984			
355.795868	-0.085794			
355.809204	-0.088757			
355.82254	-0.086227			
355.835846	-0.087689			
355.849182	-0.084242			
355.862518	-0.081212			
355.875824	-0.080817			
355.88916	-0.081626			
355.902496	-0.083709			
355.915802	-0.082317			
355.929138	-0.084628			
355.942474	-0.086581			
355.95578	-0.086933			
355.969116	-0.083957			
355.982452	-0.08339			
355.995789	-0.083934			
356.009094	-0.082299			
356.02243	-0.080867			
356.035767	-0.079186			
356.049072	-0.078693			
356.062408	-0.076238			
356.075745	-0.075805			
356.08905	-0.078259			
356.102386	-0.07868			
356.115723	-0.079218			
356.129028	-0.083147			
356.142365	-0.084852			
356.155701	-0.084021			
356.169006	-0.084914			
356.182343	-0.084018			
356.195679	-0.083694			
356.208984	-0.081954			
356.222321	-0.081659			
356.235657	-0.080963			
356.248962	-0.075443			
356.262299	-0.074961			
356.275635	-0.075202			
356.28894	-0.074858			
356.302277	-0.076088			
356.315613	-0.078574			
356.328918	-0.084746			
356.342255	-0.086097			
356.355591	-0.087375			
356.368896	-0.088249			
356.382233	-0.088912			
356.395569	-0.087405			
356.408875	-0.085326			
356.422211	-0.083993			
356.435547	-0.082351			
356.448853	-0.080329			
356.462189	-0.080031			
356.475525	-0.078144			
356.488861	-0.079304			
356.502167	-0.081355			
356.515503	-0.083829			
356.528839	-0.086037			
356.542145	-0.089073			
356.555481	-0.09203			
356.568817	-0.094629			
356.582123	-0.094237			
356.595459	-0.09136			
356.608795	-0.094099			
356.622101	-0.093947			
356.635437	-0.091559			
356.648773	-0.09083			
356.662079	-0.091184			
356.675415	-0.0943			
356.688751	-0.094118			
356.702057	-0.093898			
356.715393	-0.095391			
356.728729	-0.094481			
356.742035	-0.095784			
356.755371	-0.094227			
356.768707	-0.092598			
356.782013	-0.095905			
356.795349	-0.096405			
356.808685	-0.097775			
356.821991	-0.096315			
356.835327	-0.094177			
356.848663	-0.092503			
356.861969	-0.094146			
356.875305	-0.09182			
356.888641	-0.090622			
356.901947	-0.090284			
356.915283	-0.093092			
356.928619	-0.093754			
356.941956	-0.091764			
356.955261	-0.090818			
356.968597	-0.091472			
356.981934	-0.092937			
356.995239	-0.091558			
357.008575	-0.09268			
357.021912	-0.091577			
357.035217	-0.091231			
357.048553	-0.091677			
357.06189	-0.090557			
357.075195	-0.089633			
357.088531	-0.087551			
357.101868	-0.087549			
357.115173	-0.088478			
357.12851	-0.085445			
357.141846	-0.087762			
357.155151	-0.087134			
357.168488	-0.089986			
357.181824	-0.089201			
357.195129	-0.087324			
357.208466	-0.08957			
357.221802	-0.088921			
357.235107	-0.086087			
357.248444	-0.084568			
357.26178	-0.084507			
357.275085	-0.087415			
357.288422	-0.08742			
357.301758	-0.091073			
357.315063	-0.093722			
357.3284	-0.09378			
357.341736	-0.092785			
357.355042	-0.092033			
357.368378	-0.091931			
357.381714	-0.087135			
357.39505	-0.086696			
357.408356	-0.087549			
357.421692	-0.092213			
357.435028	-0.090939			
357.448334	-0.090649			
357.46167	-0.090001			
357.475006	-0.088998			
357.488312	-0.090938			
357.501648	-0.091			
357.514984	-0.092592			
357.52829	-0.091037			
357.541626	-0.093697			
357.554962	-0.095759			
357.568268	-0.097827			
357.581604	-0.096997			
357.59494	-0.095113			
357.608246	-0.09676			
357.621582	-0.095751			
357.634918	-0.094881			
357.648224	-0.095498			
357.66156	-0.095707			
357.674896	-0.095919			
357.688202	-0.09787			
357.701538	-0.098922			
357.714874	-0.098759			
357.72818	-0.096127			
357.741516	-0.096602			
357.754852	-0.099159			
357.768158	-0.099483			
357.781494	-0.101217			
357.79483	-0.099754			
357.808136	-0.104134			
357.821472	-0.10245			
357.834808	-0.103824			
357.848145	-0.10056			
357.86145	-0.098744			
357.874786	-0.101728			
357.888123	-0.102615			
357.901428	-0.104169			
357.914764	-0.102362			
357.928101	-0.102474			
357.941406	-0.101766			
357.954742	-0.099539			
357.968079	-0.099276			
357.981384	-0.098119			
357.99472	-0.094789			
358.008057	-0.089404			
358.021362	-0.088908			
358.034698	-0.088763			
358.048035	-0.087967			
358.06134	-0.086913			
358.074677	-0.092056			
358.088013	-0.09417			
358.101318	-0.095076			
358.114655	-0.097094			
358.127991	-0.098016			
358.141296	-0.097522			
358.154633	-0.095604			
358.167969	-0.098783			
358.181274	-0.099572			
358.194611	-0.096539			
358.207947	-0.095889			
358.221252	-0.094763			
358.234589	-0.093781			
358.247925	-0.090478			
358.26123	-0.092193			
358.274567	-0.096077			
358.287903	-0.096141			
358.301208	-0.095375			
358.314545	-0.097673			
358.327881	-0.099			
358.341217	-0.100149			
358.354523	-0.098662			
358.367859	-0.096578			
358.381195	-0.097997			
358.394501	-0.09726			
358.407837	-0.09611			
358.421173	-0.095716			
358.434479	-0.096532			
358.447815	-0.09617			
358.461151	-0.096972			
358.474457	-0.097851			
358.487793	-0.100928			
358.501129	-0.100671			
358.514435	-0.101527			
358.527771	-0.102747			
358.541107	-0.101148			
358.554413	-0.101866			
358.567749	-0.100358			
358.581085	-0.100214			
358.594391	-0.097982			
358.607727	-0.095322			
358.621063	-0.098037			
358.634369	-0.096363			
358.647705	-0.094545			
358.661041	-0.095911			
358.674347	-0.098155			
358.687683	-0.099234			
358.701019	-0.09625			
358.714325	-0.093898			
358.727661	-0.096566			
358.740997	-0.097037			
358.754303	-0.098974			
358.767639	-0.095763			
358.780975	-0.092995			
358.794312	-0.088859			
358.807617	-0.087016			
358.820953	-0.085891			
358.83429	-0.078462			
358.847595	-0.074771			
358.860931	-0.075674			
358.874268	-0.075806			
358.887573	-0.076107			
358.900909	-0.075114			
358.914246	-0.075236			
358.927551	-0.075884			
358.940887	-0.07416			
358.954224	-0.074989			
358.967529	-0.07561			
358.980865	-0.074838			
358.994202	-0.074311			
359.007507	-0.073906			
359.020844	-0.07796			
359.03418	-0.08081			
359.047485	-0.083487			
359.060822	-0.083841			
359.074158	-0.083117			
359.087463	-0.084439			
359.1008	-0.085726			
359.114136	-0.091825			
359.127441	-0.093244			
359.140778	-0.097001			
359.154114	-0.099657			
359.167419	-0.106919			
359.180756	-0.112775			
359.194092	-0.109369			
359.207397	-0.109565			
359.220734	-0.109621			
359.23407	-0.112508			
359.247406	-0.110234			
359.260712	-0.105938			
359.274048	-0.107288			
359.287384	-0.105526			
359.30069	-0.10502			
359.314026	-0.104041			
359.327362	-0.106703			
359.340668	-0.108805			
359.354004	-0.110735			
359.36734	-0.111028			
359.380646	-0.115172			
359.393982	-0.115951			
359.407318	-0.113665			
359.420624	-0.114691			
359.43396	-0.112556			
359.447296	-0.113417			
359.460602	-0.10955			
359.473938	-0.111043			
359.487274	-0.112059			
359.50058	-0.111526			
359.513916	-0.112373			
359.527252	-0.110562			
359.540558	-0.113337			
359.553894	-0.112591			
359.56723	-0.111377			
359.580536	-0.113563			
359.593872	-0.115828			
359.607208	-0.116751			
359.620514	-0.116309			
359.63385	-0.117646			
359.647186	-0.120102			
359.660492	-0.119496			
359.673828	-0.115282			
359.687164	-0.11476			
359.7005	-0.116479			
359.713806	-0.114366			
359.727142	-0.112509			
359.740479	-0.114523			
359.753784	-0.114287			
359.76712	-0.116357			
359.780457	-0.113977			
359.793762	-0.114891			
359.807098	-0.117143			
359.820435	-0.117361			
359.83374	-0.116597			
359.847076	-0.115339			
359.860413	-0.115525			
359.873718	-0.116573			
359.887054	-0.117776			
359.900391	-0.115868			
359.913696	-0.115369			
359.927032	-0.117002			
359.940369	-0.11781			
359.953674	-0.117519			
359.96701	-0.116375			
359.980347	-0.116242			
359.993652	-0.117469			
360.006989	-0.114922			
360.020325	-0.113948			
360.03363	-0.113928			
360.046967	-0.116168			
360.060303	-0.116546			
360.073608	-0.117944			
360.086945	-0.121819			
360.100281	-0.123704			
360.113586	-0.126431			
360.126923	-0.124			
360.140259	-0.121359			
360.153564	-0.119388			
360.166901	-0.119351			
360.180237	-0.117813			
360.193573	-0.119754			
360.206879	-0.123072			
360.220215	-0.124295			
360.233551	-0.129216			
360.246857	-0.129883			
360.260193	-0.128745			
360.273529	-0.122983			
360.286835	-0.119426			
360.300171	-0.117013			
360.313507	-0.115093			
360.326813	-0.116771			
360.340149	-0.115478			
360.353485	-0.118828			
360.366791	-0.119716			
360.380127	-0.118103			
360.393463	-0.119316			
360.406769	-0.119584			
360.420105	-0.11999			
360.433441	-0.12125			
360.446747	-0.119998			
360.460083	-0.119853			
360.473419	-0.117885			
360.486725	-0.11665			
360.500061	-0.118312			
360.513397	-0.117071			
360.526703	-0.118751			
360.540039	-0.120468			
360.553375	-0.122295			
360.566681	-0.122598			
360.580017	-0.121967			
360.593353	-0.11865			
360.606659	-0.120796			
360.619995	-0.120425			
360.633331	-0.120037			
360.646667	-0.121627			
360.659973	-0.124514			
360.673309	-0.12754			
360.686646	-0.127063			
360.699951	-0.128264			
360.713287	-0.127845			
360.726624	-0.128118			
360.739929	-0.125997			
360.753265	-0.12619			
360.766602	-0.126287			
360.779907	-0.128222			
360.793243	-0.127455			
360.80658	-0.129877			
360.819885	-0.128569			
360.833221	-0.129547			
360.846558	-0.129425			
360.859863	-0.129726			
360.873199	-0.126452			
360.886536	-0.125077			
360.899841	-0.124078			
360.913177	-0.124553			
360.926514	-0.124175			
360.939819	-0.123312			
360.953156	-0.120809			
360.966492	-0.121304			
360.979797	-0.121832			
360.993134	-0.118775			
361.00647	-0.115			
361.019775	-0.116057			
361.033112	-0.117175			
361.046448	-0.118063			
361.059753	-0.118728			
361.07309	-0.118733			
361.086426	-0.119342			
361.099762	-0.119739			
361.113068	-0.119446			
361.126404	-0.118911			
361.13974	-0.118375			
361.153046	-0.117314			
361.166382	-0.122188			
361.179718	-0.122594			
361.193024	-0.121954			
361.20636	-0.123392			
361.219696	-0.123097			
361.233002	-0.125461			
361.246338	-0.129316			
361.259674	-0.12649			
361.27298	-0.127831			
361.286316	-0.123686			
361.299652	-0.122766			
361.312958	-0.120402			
361.326294	-0.117546			
361.33963	-0.11625			
361.352936	-0.115799			
361.366272	-0.121179			
361.379608	-0.122502			
361.392914	-0.128451			
361.40625	-0.129201			
361.419586	-0.129753			
361.432892	-0.129289			
361.446228	-0.129079			
361.459564	-0.127829			
361.47287	-0.127524			
361.486206	-0.126923			
361.499542	-0.127174			
361.512848	-0.125725			
361.526184	-0.124452			
361.53952	-0.125019			
361.552826	-0.122151			
361.566162	-0.122301			
361.579498	-0.121738			
361.592834	-0.120581			
361.60614	-0.11978			
361.619476	-0.117669			
361.632813	-0.120744			
361.646118	-0.12105			
361.659454	-0.120222			
361.672791	-0.11939			
361.686096	-0.118925			
361.699432	-0.120379			
361.712769	-0.118489			
361.726074	-0.116905			
361.73941	-0.117028			
361.752747	-0.120351			
361.766052	-0.122952			
361.779388	-0.124766			
361.792725	-0.127784			
361.80603	-0.12491			
361.819366	-0.119184			
361.832703	-0.11788			
361.846008	-0.118542			
361.859344	-0.118204			
361.872681	-0.115827			
361.885986	-0.117914			
361.899323	-0.125282			
361.912659	-0.124963			
361.925964	-0.125619			
361.939301	-0.126735			
361.952637	-0.127827			
361.965942	-0.12863			
361.979279	-0.128643			
361.992615	-0.127749			
362.00592	-0.13016			
362.019257	-0.130629			
362.032593	-0.131822			
362.045929	-0.133008			
362.059235	-0.132181			
362.072571	-0.134398			
362.085907	-0.130009			
362.099213	-0.127153			
362.112549	-0.123439			
362.125885	-0.119502			
362.139191	-0.117871			
362.152527	-0.116507			
362.165863	-0.116374			
362.179169	-0.11654			
362.192505	-0.120734			
362.205841	-0.124393			
362.219147	-0.126346			
362.232483	-0.124936			
362.245819	-0.126505			
362.259125	-0.126961			
362.272461	-0.121236			
362.285797	-0.119403			
362.299103	-0.117966			
362.312439	-0.116867			
362.325775	-0.117855			
362.339081	-0.114562			
362.352417	-0.115778			
362.365753	-0.119251			
362.379059	-0.122024			
362.392395	-0.122406			
362.405731	-0.121437			
362.419037	-0.123433			
362.432373	-0.12272			
362.445709	-0.119104			
362.459015	-0.116073			
362.472351	-0.113979			
362.485687	-0.11429			
362.499023	-0.113338			
362.512329	-0.110104			
362.525665	-0.111044			
362.539001	-0.113392			
362.552307	-0.117772			
362.565643	-0.118887			
362.578979	-0.12102			
362.592285	-0.124916			
362.605621	-0.124321			
362.618958	-0.123568			
362.632263	-0.127377			
362.645599	-0.124144			
362.658936	-0.123591			
362.672241	-0.121513			
362.685577	-0.12186			
362.698914	-0.119776			
362.712219	-0.114597			
362.725555	-0.114177			
362.738892	-0.114096			
362.752197	-0.112829			
362.765533	-0.111562			
362.77887	-0.112067			
362.792175	-0.110957			
362.805511	-0.10961			
362.818848	-0.107406			
362.832153	-0.107987			
362.84549	-0.110705			
362.858826	-0.109751			
362.872131	-0.113093			
362.885468	-0.114671			
362.898804	-0.114019			
362.912109	-0.115362			
362.925446	-0.113744			
362.938782	-0.112983			
362.952118	-0.111506			
362.965424	-0.115175			
362.97876	-0.117071			
362.992096	-0.120132			
363.005402	-0.121827			
363.018738	-0.126147			
363.032074	-0.127785			
363.04538	-0.127316			
363.058716	-0.126207			
363.072052	-0.124446			
363.085358	-0.123055			
363.098694	-0.121513			
363.11203	-0.118899			
363.125336	-0.116716			
363.138672	-0.114411			
363.152008	-0.1109			
363.165314	-0.109972			
363.17865	-0.106474			
363.191986	-0.102743			
363.205292	-0.104865			
363.218628	-0.106642			
363.231964	-0.109193			
363.24527	-0.107807			
363.258606	-0.106647			
363.271942	-0.108482			
363.285248	-0.107397			
363.298584	-0.104471			
363.31192	-0.104061			
363.325226	-0.104362			
363.338562	-0.108645			
363.351898	-0.11046			
363.365204	-0.117491			
363.37854	-0.117314			
363.391876	-0.11729			
363.405182	-0.121851			
363.418518	-0.120396			
363.431854	-0.120503			
363.44519	-0.115622			
363.458496	-0.118597			
363.471832	-0.120425			
363.485168	-0.119781			
363.498474	-0.121174			
363.51181	-0.122855			
363.525146	-0.122595			
363.538452	-0.12151			
363.551788	-0.120918			
363.565125	-0.121196			
363.57843	-0.121181			
363.591766	-0.120878			
363.605103	-0.121454			
363.618408	-0.120012			
363.631744	-0.118389			
363.645081	-0.115012			
363.658386	-0.109898			
363.671722	-0.105766			
363.685059	-0.103027			
363.698364	-0.101613			
363.7117	-0.100047			
363.725037	-0.099379			
363.738342	-0.098785			
363.751678	-0.100773			
363.765015	-0.098211			
363.77832	-0.097971			
363.791656	-0.099372			
363.804993	-0.099889			
363.818298	-0.100769			
363.831635	-0.100047			
363.844971	-0.099306			
363.858276	-0.098631			
363.871613	-0.098308			
363.884949	-0.096182			
363.898285	-0.096761			
363.911591	-0.097996			
363.924927	-0.09893			
363.938263	-0.102074			
363.951569	-0.101681			
363.964905	-0.102805			
363.978241	-0.107042			
363.991547	-0.108793			
364.004883	-0.109664			
364.018219	-0.107624			
364.031525	-0.104826			
364.044861	-0.104799			
364.058197	-0.106627			
364.071503	-0.109199			
364.084839	-0.109284			
364.098175	-0.11119			
364.111481	-0.111276			
364.124817	-0.113163			
364.138153	-0.110389			
364.151459	-0.108269			
364.164795	-0.107703			
364.178131	-0.106375			
364.191437	-0.106416			
364.204773	-0.106459			
364.218109	-0.102951			
364.231415	-0.101663			
364.244751	-0.104631			
364.258087	-0.105664			
364.271393	-0.105832			
364.284729	-0.109702			
364.298065	-0.112666			
364.311371	-0.11593			
364.324707	-0.117117			
364.338043	-0.112583			
364.351379	-0.11095			
364.364685	-0.107441			
364.378021	-0.107256			
364.391357	-0.105205			
364.404663	-0.106125			
364.417999	-0.10778			
364.431335	-0.11031			
364.444641	-0.111276			
364.457977	-0.111999			
364.471313	-0.111756			
364.484619	-0.108101			
364.497955	-0.10455			
364.511292	-0.104362			
364.524597	-0.104357			
364.537933	-0.102964			
364.55127	-0.104413			
364.564575	-0.104156			
364.577911	-0.104571			
364.591248	-0.103084			
364.604553	-0.099546			
364.617889	-0.098632			
364.631226	-0.098847			
364.644531	-0.098793			
364.657867	-0.099576			
364.671204	-0.098993			
364.684509	-0.103906			
364.697845	-0.103754			
364.711182	-0.100817			
364.724487	-0.099864			
364.737823	-0.100178			
364.75116	-0.100527			
364.764465	-0.09921			
364.777802	-0.100089			
364.791138	-0.099134			
364.804474	-0.100024			
364.81778	-0.100141			
364.831116	-0.099784			
364.844452	-0.10051			
364.857758	-0.103154			
364.871094	-0.10488			
364.88443	-0.105813			
364.897736	-0.106753			
364.911072	-0.109725			
364.924408	-0.107917			
364.937714	-0.106697			
364.95105	-0.104814			
364.964386	-0.105962			
364.977692	-0.105957			
364.991028	-0.105601			
365.004364	-0.107747			
365.01767	-0.106413			
365.031006	-0.106918			
365.044342	-0.102725			
365.057648	-0.10112			
365.070984	-0.100597			
365.08432	-0.100364			
365.097626	-0.103521			
365.110962	-0.106186			
365.124298	-0.108468			
365.137604	-0.107953			
365.15094	-0.105002			
365.164276	-0.102133			
365.177582	-0.098185			
365.190918	-0.098196			
365.204254	-0.097908			
365.21756	-0.099263			
365.230896	-0.101476			
365.244232	-0.103797			
365.257538	-0.106929			
365.270874	-0.107622			
365.28421	-0.108187			
365.297546	-0.108618			
365.310852	-0.108738			
365.324188	-0.10787			
365.337524	-0.107409			
365.35083	-0.106508			
365.364166	-0.103738			
365.377502	-0.10391			
365.390808	-0.102413			
365.404144	-0.103011			
365.41748	-0.099979			
365.430786	-0.100716			
365.444122	-0.103203			
365.457458	-0.103636			
365.470764	-0.10376			
365.4841	-0.104729			
365.497437	-0.104781			
365.510742	-0.102169			
365.524078	-0.102889			
365.537415	-0.103124			
365.55072	-0.101424			
365.564056	-0.101361			
365.577393	-0.102172			
365.590698	-0.103041			
365.604034	-0.104431			
365.617371	-0.103674			
365.630676	-0.103421			
365.644012	-0.103902			
365.657349	-0.101468			
365.670654	-0.102179			
365.68399	-0.102392			
365.697327	-0.104359			
365.710632	-0.106483			
365.723969	-0.106659			
365.737305	-0.109788			
365.750641	-0.11419			
365.763947	-0.116022			
365.777283	-0.115576			
365.790619	-0.115542			
365.803925	-0.11675			
365.817261	-0.113883			
365.830597	-0.111183			
365.843903	-0.109495			
365.857239	-0.11133			
365.870575	-0.113295			
365.883881	-0.113127			
365.897217	-0.11459			
365.910553	-0.11679			
365.923859	-0.116017			
365.937195	-0.114688			
365.950531	-0.111692			
365.963837	-0.109039			
365.977173	-0.109313			
365.990509	-0.111731			
366.003815	-0.11068			
366.017151	-0.111084			
366.030487	-0.113237			
366.043793	-0.113511			
366.057129	-0.112714			
366.070465	-0.111927			
366.083771	-0.112157			
366.097107	-0.110838			
366.110443	-0.112033			
366.123749	-0.110314			
366.137085	-0.110792			
366.150421	-0.110237			
366.163727	-0.110102			
366.177063	-0.113751			
366.190399	-0.115843			
366.203735	-0.115478			
366.217041	-0.114556			
366.230377	-0.112665			
366.243713	-0.114601			
366.257019	-0.114453			
366.270355	-0.113169			
366.283691	-0.112036			
366.296997	-0.11217			
366.310333	-0.115309			
366.323669	-0.116851			
366.336975	-0.112708			
366.350311	-0.112851			
366.363647	-0.115519			
366.376953	-0.117159			
366.390289	-0.117014			
366.403625	-0.11548			
366.416931	-0.1154			
366.430267	-0.116607			
366.443604	-0.112443			
366.456909	-0.107869			
366.470245	-0.105512			
366.483582	-0.103561			
366.496887	-0.104389			
366.510223	-0.102851			
366.52356	-0.103825			
366.536865	-0.104208			
366.550201	-0.104607			
366.563538	-0.108268			
366.576843	-0.108725			
366.590179	-0.108254			
366.603516	-0.108738			
366.616821	-0.111389			
366.630157	-0.112239			
366.643494	-0.110314			
366.656799	-0.108731			
366.670135	-0.110936			
366.683472	-0.11482			
366.696808	-0.115363			
366.710114	-0.117118			
366.72345	-0.117273			
366.736786	-0.118372			
366.750092	-0.117654			
366.763428	-0.114221			
366.776764	-0.111164			
366.79007	-0.111005			
366.803406	-0.114223			
366.816742	-0.114797			
366.830048	-0.115772			
366.843384	-0.119472			
366.85672	-0.118907			
366.870026	-0.120206			
366.883362	-0.118243			
366.896698	-0.117019			
366.910004	-0.115142			
366.92334	-0.112343			
366.936676	-0.112386			
366.949982	-0.113814			
366.963318	-0.113486			
366.976654	-0.114839			
366.98996	-0.116041			
367.003296	-0.118561			
367.016632	-0.119619			
367.029938	-0.118502			
367.043274	-0.121408			
367.05661	-0.120271			
367.069916	-0.121029			
367.083252	-0.120361			
367.096588	-0.119004			
367.109894	-0.116789			
367.12323	-0.115314			
367.136566	-0.113052			
367.149902	-0.111448			
367.163208	-0.110615			
367.176544	-0.108481			
367.18988	-0.111422			
367.203186	-0.111984			
367.216522	-0.1123			
367.229858	-0.113706			
367.243164	-0.114197			
367.2565	-0.114825			
367.269836	-0.114946			
367.283142	-0.113401			
367.296478	-0.114647			
367.309814	-0.115977			
367.32312	-0.114612			
367.336456	-0.112353			
367.349792	-0.113907			
367.363098	-0.115646			
367.376434	-0.114855			
367.389771	-0.111701			
367.403076	-0.113064			
367.416412	-0.113289			
367.429749	-0.112066			
367.443054	-0.111104			
367.45639	-0.109058			
367.469727	-0.111102			
367.483032	-0.11131			
367.496368	-0.108987			
367.509705	-0.107577			
367.52301	-0.108025			
367.536346	-0.105914			
367.549683	-0.105724			
367.562988	-0.105651			
367.576324	-0.107361			
367.589661	-0.109761			
367.602997	-0.112023			
367.616302	-0.112082			
367.629639	-0.113072			
367.642975	-0.114126			
367.656281	-0.113954			
367.669617	-0.11192			
367.682953	-0.109848			
367.696259	-0.109236			
367.709595	-0.108011			
367.722931	-0.105516			
367.736237	-0.104311			
367.749573	-0.104502			
367.762909	-0.1032			
367.776215	-0.099418			
367.789551	-0.098021			
367.802887	-0.098373			
367.816193	-0.100333			
367.829529	-0.101275			
367.842865	-0.106048			
367.856171	-0.114816			
367.869507	-0.118236			
367.882843	-0.12224			
367.896149	-0.126314			
367.909485	-0.127146			
367.922821	-0.129235			
367.936127	-0.129357			
